NPI,NPPES Provider Last Name,NPPES Provider First Name,NPPES Provider ZIP Code,NPPES Provider State,Specialty Description,Total Claim Count,Distinct Opioid Count,Opioid Claim Count,Percent Opioid Claims
1396767448,BENDER,STUART,068511080,CT,Dermatology,611,0,0,0%
1437203643,BENDER,CARL,067083012,CT,Dentist,38,0,0,0%
1417947987,BENDER,JEFFREY,065191369,CT,Cardiology,19,0,0,0%
1023261690,BENDER,KATHERINE,063851234,CT,Nurse Practitioner,218,2,91,41.74%
1548425952,BENDL,JENNIFER,069022594,CT,Family Practice,2204,1,20,0.91%
1205028214,BENDOR,DANIEL,063854330,CT,Psychiatry & Neurology,124,0,0,0%
1710951009,BENEDETTO,LAURA,060335007,CT,Osteopathic Manipulative Medicine,577,0,0,0%
1598904161,BENEDICT,STEPHANIE,061025037,CT,Physician Assistant,159,0,0,0%
1134230394,BENET,PETER,060743739,CT,Psychiatry,1766,1,106,6%
1578830089,BENEVIDES,SHERIRYAN,061065501,CT,Nurse Practitioner,745,0,0,0%
1780737262,BENJAMIN,EDWARD,060823712,CT,Dermatology,138,0,0,0%
1639166911,BENJAMIN,MARC,061025037,CT,Physician Assistant,271,2,41,15.13%
1316915259,BENJAMIN,JERRY,060955719,CT,Physician Assistant,344,1,12,3.49%
1922085885,BENJAMIN,TRACY,060521743,CT,Physician Assistant,206,3,80,38.83%
1891756474,BENJAMIN,BURTON,069023730,CT,Internal Medicine,28,0,0,0%
1891019519,BENJAMIN,RALPH,064922828,CT,Internal Medicine,152,0,0,0%
1417990839,BENN,SUSAN,060521390,CT,Physician Assistant,99,2,40,40.4%
1447468863,BENN,KIESHA,060306227,CT,Obstetrics/Gynecology,380,0,0,0%
1720023294,BENNEK,RICHARD,06069,CT,Emergency Medicine,82,0,0,0%
1598098881,BENNETT,ANITA,061191603,CT,Family Practice,32,0,0,0%
1588826309,BENNETT,NICHOLAS,061063322,CT,Infectious Disease,15,0,0,0%
1619190212,BENNETT,VIRGINIA,06040,CT,Certified Clinical Nurse Specialist,191,0,0,0%
1841291077,BENNETT,STEVEN,068304608,CT,Pain Management,1692,16,1273,75.24%
1720129034,BENNICK,MICHAEL,065102715,CT,Gastroenterology,328,0,0,0%
1124387444,BENOIT,RICHARD,064754108,CT,Dentist,73,0,0,0%
1144400060,BENSHIMOL,LUANNE,06320,CT,Nurse Practitioner,195,0,0,0%
1669597639,BENSON,SCOTT,061065501,CT,Nephrology,1090,3,76,6.97%
1720017056,BENSON,JAY,060295700,CT,Internal Medicine,646,0,0,0%
1770580003,BENTHIEN,ROSS,061065501,CT,Orthopedic Surgery,154,2,30,19.48%
1114957560,BENTIVEGNA,JOSEPH,060671805,CT,Ophthalmology,1232,0,0,0%
1174872469,BENTLEY,SIMONE,067162626,CT,Nurse Practitioner,130,0,0,0%
1770594111,BENTLEY,CHRISTOPHER,064471448,CT,Family Practice,4681,8,358,7.65%
1821185273,BENTON,BRIAN,063602740,CT,Psychiatry,3575,0,0,0%
1467673558,BENTON,PATRICK,068304608,CT,Internal Medicine,117,0,0,0%
1295720910,BENTZ,MARY ANN,063204642,CT,Dermatology,1152,0,0,0%
1871783084,BENUSIS,JOHN,06810,CT,Dentist,14,0,0,0%
1922392109,BENWAY,JAMIE,060301921,CT,Student in an Organized Health Care Education/Training Program,20,0,0,0%
1679581847,BENZONI,ELISA,067082505,CT,Obstetrics/Gynecology,281,0,0,0%
1316924749,BER,DORON,063551959,CT,Allergy/Immunology,1516,0,0,0%
1376557058,BERARD,AMY,066113463,CT,Internal Medicine,58,0,0,0%
1699773804,BERARD,PAUL,066113463,CT,Hematology/Oncology,3277,6,206,6.29%
1003965450,BERARDY,SANDRA,06339,CT,Certified Clinical Nurse Specialist,72,1,29,40.28%
1669769782,BERAS MATOS,JULIO,068106099,CT,Student in an Organized Health Care Education/Training Program,658,0,0,0%
1942298013,BERCIK,RICHARD,065191369,CT,Obstetrics/Gynecology,313,0,0,0%
1184819237,BERCOVITCH,ROBERT,06504,CT,Internal Medicine,396,0,0,0%
1306140603,BERES,MILAN,066114038,CT,Specialist,33,0,0,0%
1871617159,BERG,KARINA,060306232,CT,Geriatric Medicine,318,0,0,0%
1215929286,BERGEN,MICHELE,068304501,CT,Maxillofacial Surgery,39,0,0,0%
1508847955,BERGER,PAUL,066111351,CT,Radiation Oncology,70,0,0,0%
1356309132,BERGER,RONALD,067903060,CT,Ophthalmology,656,0,0,0%
1356450258,BERGER,ANTONI,060371360,CT,Internal Medicine,7494,2,43,0.57%
1366430027,BERGER,SCOTT,068106099,CT,Diagnostic Radiology,11,0,0,0%
1407888746,BERGER,ERIC,065101029,CT,Psychiatry,1224,0,0,0%
1316273089,BERGER,DAVID,067831628,CT,Radiology,54,0,0,0%
1285071456,BERGER,NATALIE,060321956,CT,Student in an Organized Health Care Education/Training Program,79,0,0,0%
1154344620,BERGER,STEVEN,068511510,CT,Emergency Medicine,148,0,0,0%
1245220847,BERGER,SCOTT,062261232,CT,Internal Medicine,7843,8,291,3.71%
1063400273,BERGER,AVRAM,067903060,CT,Oral Surgery (dentists only),131,2,65,49.62%
1043327653,BERGER,ROBIN,06611,CT,Obstetrics/Gynecology,105,0,0,0%
1922254341,BERGER,MICHAEL,06831,CT,Pediatric Medicine,73,0,0,0%
1366715179,BERGERON,LISA,065191233,CT,Nurse Practitioner,297,0,0,0%
1376638858,BERGFELD,MELISSA,06360,CT,Nurse Practitioner,172,0,0,0%
1841355377,BERGHERR,THERESA,065112364,CT,Psychiatry & Neurology,66,0,0,0%
1780694331,BERGMAN,MICHAEL,065182125,CT,Internal Medicine,6522,10,523,8.02%
1891917381,BERGMAN,ERIC,065103220,CT,Physician Assistant,145,0,0,0%
1053756783,BERGMAN,LEAH,060301234,CT,Student in an Organized Health Care Education/Training Program,27,0,0,0%
1972588515,BERGMANN,STEVEN,060302202,CT,Cardiology,931,0,0,0%
1700853371,BERGNER,ANAT,060306220,CT,Internal Medicine,15,0,0,0%
1205863560,BERGWERK,SALLY,068973013,CT,Internal Medicine,2322,0,0,0%
1881892784,BERI,ROHIT,067061253,CT,Critical Care (Intensivists),865,0,0,0%
1689019671,BERICAL,ANDREW,065191304,CT,Student in an Organized Health Care Education/Training Program,108,0,0,0%
1275527772,BERKE,STEVEN,063602624,CT,Oral Surgery (dentists only),95,1,34,35.79%
1639272719,BERKE,RANDY,06105,CT,Obstetrics/Gynecology,390,0,0,0%
1699854810,BERKLEY,JEFFREY,06516,CT,Oral Surgery (dentists only),421,2,147,34.92%
1467481150,BERKMEN,MEHTAP,067622562,CT,Endocrinology,3112,0,0,0%
1407851165,BERKOWITZ,SAMUEL,061083226,CT,Podiatry,112,0,0,0%
1255382396,BERKOWITZ,JAY,068246017,CT,Psychiatry,691,0,0,0%
1437276987,BERKSON,ALAN,064603615,CT,Dentist,75,0,0,0%
1962526236,BERKWITT,LAURY,068503859,CT,Nurse Practitioner,32,0,0,0%
1841402815,BERKY,MICHAEL,064053733,CT,Dentist,39,0,0,0%
1144438268,BERKY,MICHAEL,065116405,CT,Dentist,11,0,0,0%
1417974221,BERLAND,GRETCHEN,065191304,CT,Internal Medicine,799,1,23,2.88%
1265409726,BERLAND,ROBERT,061032928,CT,Neurology,235,0,0,0%
1477553642,BERLIN,BERT,061065501,CT,Urology,11,0,0,0%
1710982327,BERLINER,ANDREW,064132245,CT,Podiatry,17,0,0,0%
1720065154,BERLOW,BRUCE,063551959,CT,Specialist,51,0,0,0%
1114913340,BERMAN,ALAN,068774069,CT,Optometry,33,0,0,0%
1326082538,BERMAN,EDWARD,068774514,CT,Internal Medicine,11680,6,228,1.95%
1922092188,BERMAN,MICHAEL,064053612,CT,Obstetrics/Gynecology,16,0,0,0%
1699745182,BERMAN,LEWIS,068503852,CT,Internal Medicine,25,0,0,0%
1801855721,BERMAN,JEFFREY,068245166,CT,Cardiology,4310,0,0,0%
1770604621,BERMAN,ELLIOT,061072227,CT,Dentist,18,0,0,0%
1609866441,BERMAN,MARK,065252200,CT,Dentist,13,0,0,0%
1497870620,BERMAN,GARY,062262604,CT,Dentist,55,0,0,0%
1881873750,BERMUDEZ,ANA KRISTIA,061052372,CT,Nurse Practitioner,100,0,0,0%
1134421894,BERNABE,EDWIN,065171209,CT,Nurse Practitioner,305,0,0,0%
1407070139,BERNAL-MESSINGER,DIANA,069023628,CT,Nurse Practitioner,28,0,0,0%
1437292323,BERNARD,HANNAH,060404131,CT,Emergency Medicine,99,1,11,11.11%
1912048042,BERNARD,DAVID,060521446,CT,Dentist,28,0,0,0%
1629026653,BERNARD,AARON,066064201,CT,Emergency Medicine,188,0,0,0%
1619252533,BERNARDI,GARY,065103220,CT,Nurse Practitioner,92,1,18,19.57%
1356362479,BERNARDINI,JOANNA,068304608,CT,Physician Assistant,61,0,0,0%
1659633287,BERNASKO,NANA,065102715,CT,Nurse Practitioner,348,0,0,0%
1538149463,BERNBACH,MARC,067082517,CT,Podiatry,296,1,23,7.77%
1699759878,BERNENE,JAMES,060522016,CT,Internal Medicine,70,0,0,0%
1689789224,BERNHEIM,SUSANNAH,06513,CT,Family Practice,15,0,0,0%
1548352636,BERNIE,JONATHAN,068503937,CT,Urology,702,1,22,3.13%
1396900270,BERNIER,ANNMARIE,061172737,CT,Nurse Practitioner,11,0,0,0%
1053322859,BERNS,JACK,065115614,CT,Dentist,14,0,0,0%
1225074412,BERNS,ELLISON,061051770,CT,Cardiac Electrophysiology,430,1,12,2.79%
1861595027,BERNS,LEORA,06001,CT,Optometry,70,0,0,0%
1063499507,BERNSHTEYN,ALLA,064923095,CT,Internal Medicine,8899,5,205,2.3%
1265699011,BERNSTEIN,DOUGLAS,065103220,CT,Emergency Medicine,53,0,0,0%
1003884735,BERNSTEIN,JEFFREY,064573654,CT,Internal Medicine,230,2,45,19.57%
1912012857,BERNSTEIN,LANA,068304501,CT,Pulmonary Disease,1207,2,32,2.65%
1558367086,BERNSTEIN,RICHARD,065113786,CT,Orthopedic Surgery,180,2,64,35.56%
1538376793,BERNSTEIN,MICHAEL,069023633,CT,Pulmonary Disease,528,1,11,2.08%
1669600607,BERNSTEIN,ROMAN,068106099,CT,Student in an Organized Health Care Education/Training Program,136,0,0,0%
1689668741,BERNSTEIN,MICHAEL,060824571,CT,Otolaryngology,339,0,0,0%
1558300343,BERRY,ELEANOR,067082507,CT,Obstetrics/Gynecology,208,0,0,0%
1245393693,BERRY,CECILE,060013793,CT,Physician Assistant,400,1,21,5.25%
1164861589,BERRY,JAMES,060301921,CT,Student in an Organized Health Care Education/Training Program,15,0,0,0%
1407942006,BERSON,LAWRENCE,064574777,CT,Orthopedic Surgery,72,1,14,19.44%
1952360588,BERTINI,NICHOLAS,066115343,CT,Internal Medicine,10001,9,299,2.99%
1669568309,BERTMAN,GARY,063204842,CT,Family Practice,2461,4,52,2.11%
1588841068,BERTOLOZZI,PETER,063404239,CT,Emergency Medicine,223,2,39,17.49%
1750633517,BERTONCINI,ERICA,068503815,CT,Physician Assistant,45,0,0,0%
1740614841,BERTRAND,RENA KANE,066064201,CT,Nurse Practitioner,12,0,0,0%
1013909993,BERTSCH,HELAINE,061028000,CT,Radiation Oncology,83,0,0,0%
1477740736,BERUBE,CHRISTOPHER,067082613,CT,Physician Assistant,134,1,45,33.58%
1457456261,BERV,KENNETH,06840,CT,Psychiatry,293,0,0,0%
1306831391,BERV,DOUGLAS,065183271,CT,Psychiatry & Neurology,1128,0,0,0%
1457621617,BESHAI,BOULOS,061028000,CT,Student in an Organized Health Care Education/Training Program,12,0,0,0%
1285877704,BESSE,WHITNEY,06510,CT,Student in an Organized Health Care Education/Training Program,32,0,0,0%
1992809982,BESSER,GARY,069023633,CT,Obstetrics/Gynecology,666,0,0,0%
1992715346,BEST,JEANE,06119,CT,Dentist,13,0,0,0%
1598833683,BEST,JEFFERY,068253220,CT,Podiatry,129,0,0,0%
1265694939,BETHI,SIDDHARTH,067082613,CT,Internal Medicine,555,1,13,2.34%
1427245273,BETROS,BASHAR,064892524,CT,Dentist,35,0,0,0%
1144266495,BETTE,MARIANNE,06488,CT,Family Practice,2843,0,0,0%
1134376304,BETTS,KATHERINE,060013726,CT,Physician Assistant,733,1,12,1.64%
1093882714,BEUP,LEONARDO,067865106,CT,General Surgery,184,1,24,13.04%
1528264165,BEUS,CHRISTOPHER,060300001,CT,Dentist,62,0,0,0%
1659575058,BEVELOCK,LAURA,060371319,CT,Internal Medicine,2790,5,142,5.09%
1386852838,BEVERIDGE,THOMAS,060022717,CT,Counselor,20,0,0,0%
1861765281,BEVERIDGE,LAURA,060513916,CT,Nurse Practitioner,772,0,0,0%
1477543767,BEVILACQUA,RICHARD,060332006,CT,Maxillofacial Surgery,95,0,0,0%
1790715209,BEVILACQUA,PAULA,064103158,CT,Dermatology,1163,0,0,0%
1376867325,BEWLEY,BENOIT,064372533,CT,Student in an Organized Health Care Education/Training Program,206,0,0,0%
1992777544,BEY,MICHAEL,060663025,CT,Family Practice,7105,4,152,2.14%
1134300148,BEYZAEI ARANI,ARSHAN,065114405,CT,Internal Medicine,16,0,0,0%
1770518151,BEZAHLER,RONALD,064893272,CT,Ophthalmology,1042,0,0,0%
1386660025,BHAGAT,SMITA,060824585,CT,Obstetrics/Gynecology,264,1,21,7.95%
1427360098,BHALLA,MANISHA,065123000,CT,Dentist,19,0,0,0%
1386701639,BHALODIYA,VIPULKUMAR,069053330,CT,Internal Medicine,2694,0,0,0%
1497938971,BHANDARI,PRIYA,065114405,CT,Internal Medicine,13,0,0,0%
1801105036,BHARARA,RAVNEET,067021418,CT,Nurse Practitioner,1313,1,13,0.99%
1114980968,BHARGAVA,ALOK,067082507,CT,Neurology,398,0,0,0%
1043303936,BHARUCHA,JITENDRA,066065369,CT,General Surgery,308,1,27,8.77%
1902913585,BHARUCHA,MAMATA,06606,CT,Obstetrics/Gynecology,265,0,0,0%
1427207331,BHATEJA,PRIYANKA,065114405,CT,Internal Medicine,97,0,0,0%
1306071519,BHATIA,RUCHI,060824471,CT,Dentist,22,0,0,0%
1083871651,BHATIA,SANJEEV,068514845,CT,Dentist,112,1,28,25%
1871933960,BHATIA,PULKESH,065103220,CT,Student in an Organized Health Care Education/Training Program,16,0,0,0%
1780607960,BHATNAGAR,SUDHIR,060521743,CT,Internal Medicine,4395,2,50,1.14%
1053598540,BHATT,PARAS,064711278,CT,Cardiology,154,0,0,0%
1407298458,BHATTARAI,RICHA,068106099,CT,Student in an Organized Health Care Education/Training Program,28,0,0,0%
1578740098,BHAVNANI,SANJEEV,061025037,CT,Cardiology,54,0,0,0%
1649211038,BHAYA,MAHESH,067022013,CT,Otolaryngology,413,1,23,5.57%
1700221157,BHIMANI,NATASHA,067061253,CT,Student in an Organized Health Care Education/Training Program,75,0,0,0%
1831492081,BHOLAT,SAUDA,065103220,CT,Student in an Organized Health Care Education/Training Program,148,0,0,0%
1265669089,BHOOMAGOUD,MADHAVI,064512121,CT,Internal Medicine,14,0,0,0%
1265798474,BHUMIREDDY,GEETHA,061051770,CT,Cardiology,104,0,0,0%
1679662464,BHUTANI,MANISHA,068106099,CT,Internal Medicine,138,0,0,0%
1417268566,BHUTTA,ABDUL,065103220,CT,Hospitalist,433,0,0,0%
1730179201,BHUVANESH,URMILA,065115363,CT,Obstetrics/Gynecology,58,0,0,0%
1114901980,BIA,MARGARET,065191304,CT,Nephrology,1558,1,11,0.71%
1508996646,BIALOS,SAUNDRA,064433005,CT,Certified Clinical Nurse Specialist,87,0,0,0%
1073574166,BIANCHI,MARK,06511,CT,Otolaryngology,659,1,11,1.67%
1689678492,BIANCHINI,JOSEPH,068105660,CT,Podiatry,618,7,249,40.29%
1891057527,BIBBEY,ALEX,065114405,CT,Student in an Organized Health Care Education/Training Program,16,0,0,0%
1952315632,BICKMORE,TODD,060665037,CT,Family Practice,1378,1,18,1.31%
1982834529,BIDRA,AVINASH,060301615,CT,Dentist,21,0,0,0%
1780701698,BIED,PAUL,064754405,CT,Dentist,32,0,0,0%
1558366054,BIEGEL,HEIDI,065191233,CT,Certified Nurse Midwife,82,0,0,0%
1609048008,BIELLO,FRANK,061051208,CT,Physician Assistant,219,1,18,8.22%
1639156599,BIELUCH,VIRGINIA,060522016,CT,Infectious Disease,234,0,0,0%
1205859865,BIER,JEREMY,069011502,CT,Podiatry,919,1,12,1.31%
1275626889,BIERLY,JOHN,06070,CT,Dentist,380,1,27,7.11%
1700034113,BIERNOT,JULIA,060300001,CT,Neurology,37,0,0,0%
1174524896,BIESTEK,JOHN,06450,CT,Optometry,391,0,0,0%
1306928593,BIGGE,KAREN,067061221,CT,Physician Assistant,267,3,60,22.47%
1043657307,BIKDELI,BEHNOOD,065103206,CT,Student in an Organized Health Care Education/Training Program,12,0,0,0%
1700882610,BILBOOL,NORMA,068503302,CT,Physical Medicine and Rehabilitation,11,0,0,0%
1881668101,BILCHIK,TANYA,061183239,CT,Neurology,256,0,0,0%
1083780795,BILENKIN,LEONID,068306074,CT,Physician Assistant,4072,5,202,4.96%
1275557167,BILES,WILLIAM,068124034,CT,Family Practice,4629,5,127,2.74%
1710980735,BILGRAMI,SYED,061051217,CT,Hematology/Oncology,692,2,29,4.19%
1417009044,BILINSKI,DOUGLAS,068246038,CT,Dermatology,1328,0,0,0%
1447512017,BILLSTROM,RACHEL,060302947,CT,Student in an Organized Health Care Education/Training Program,23,0,0,0%
1760762090,BILORI,UNKNOWN,067082613,CT,Internal Medicine,82,0,0,0%
1942645403,BILSBORROW,JOSHUA,065103206,CT,Student in an Organized Health Care Education/Training Program,25,0,0,0%
1538223094,BILTIU-DANCUS,DACIAN,067042245,CT,Dentist,96,2,33,34.38%
1639106222,BINDELGLASS,DAVID,068245340,CT,Orthopedic Surgery,1053,7,533,50.62%
1598741852,BINDER,HENRY,065102715,CT,Gastroenterology,78,0,0,0%
1497013734,BINFORD,JOHN,065103220,CT,Student in an Organized Health Care Education/Training Program,19,0,0,0%
1578516688,BINGHAM,ANNE,064573601,CT,Obstetrics/Gynecology,73,0,0,0%
1285832386,BINNS-GREAR,LORRAINE,061112631,CT,Internal Medicine,3190,5,129,4.04%
1700978426,BIOLO,SANDRA,064883848,CT,Nurse Practitioner,2708,0,0,0%
1992959308,BIONDI,ANGELA,060843970,CT,Physician Assistant,224,0,0,0%
1255314795,BIONDI,ROBERT,068515721,CT,Pediatric Medicine,62,0,0,0%
1659474724,BIONDI,VICTORIA,06010,CT,Obstetrics/Gynecology,969,0,0,0%
1619931623,BIONDI,RICHARD,064882295,CT,Internal Medicine,2809,6,132,4.7%
1518997436,BIRD,ROBERT,060182481,CT,Dentist,139,0,0,0%
1609941681,BIRDSEY-TRIDER,ALISON,061020537,CT,Certified Nurse Midwife,17,0,0,0%
1972872463,BIRDSEYE,LACY,068245166,CT,Nurse Practitioner,997,1,15,1.5%
1609801547,BIRK,JOHN,060300001,CT,Gastroenterology,146,1,19,13.01%
1518037860,BIRKBECK,HELEN,06071,CT,Certified Clinical Nurse Specialist,71,0,0,0%
1811150840,BIRMINGHAM,GERALD,06460,CT,Dentist,15,0,0,0%
1124088711,BIRMINGHAM,HYNES,060404131,CT,Emergency Medicine,159,2,31,19.5%
1184935207,BIRMINGHAM,RONALD,066051116,CT,Dentist,45,0,0,0%
1922033364,BIRN,STEPHANIE,064573654,CT,Physician Assistant,58,0,0,0%
1992738447,BIRNEY,PAIGE,066064201,CT,Physician Assistant,49,0,0,0%
1669429312,BIRUDAVOL,N RAJ,06076,CT,Emergency Medicine,155,1,17,10.97%
1245556083,BISACCIA,SONIA,068541614,CT,Family Practice,226,0,0,0%
1497750152,BISHOP,TODD,06457,CT,Pulmonary Disease,678,0,0,0%
1073777140,BISHOP,JENNIFER,069022594,CT,General Surgery,14,0,0,0%
1912010372,BISIGHINI,SHARON,061112631,CT,Optometry,17,0,0,0%
1427144757,BISKUP,BRADLEY,060300001,CT,Physician Assistant,767,0,0,0%
1083719579,BISKUP,JOAN,061065501,CT,Physician Assistant,1753,2,33,1.88%
1003071655,BISSAINTHE,ALAIN,065191233,CT,Physician Assistant,651,2,55,8.45%
1730120395,BISSELL,KRISTIN,060955719,CT,Family Practice,1473,2,31,2.1%
1356320931,BISSELL,SCOTT,060023033,CT,Orthopedic Surgery,55,1,12,21.82%
1508902305,BISSON,JEFFREY,064103117,CT,Dentist,145,0,0,0%
1922061134,BITTERMAN,JEFFERY,060105100,CT,Radiation Oncology,49,0,0,0%
1063571560,BIVONA,JAMES,069055359,CT,Internal Medicine,7081,6,134,1.89%
1659341576,BIZILJ,CHARLES,060764005,CT,Internal Medicine,147,1,13,8.84%
1669527347,BJERKE,SAREETA,069023628,CT,Obstetrics/Gynecology,18,0,0,0%
1285641845,BLACK,DEBORAH,068106099,CT,Emergency Medicine,58,0,0,0%
1700106184,BLACK,JONATHAN,065103220,CT,Student in an Organized Health Care Education/Training Program,34,0,0,0%
1760781934,BLACK,ELIZABETH,060169651,CT,Nurse Practitioner,21,0,0,0%
1013952910,BLACKMAN,MARY,068104010,CT,Internal Medicine,5863,5,125,2.13%
1841580149,BLACKWELL,KATHERINE,065103220,CT,Psychiatry & Neurology,55,0,0,0%
1447291497,BLAGODATNY,MARINA,066141753,CT,Geriatric Medicine,6696,4,89,1.33%
1376576421,BLAINE,THEODORE,065208071,CT,Orthopedic Surgery,37,0,0,0%
1356350201,BLAIR,BALLARD,06484,CT,Podiatry,287,1,17,5.92%
1467472654,BLAIR,EMILY,06824,CT,Obstetrics/Gynecology,85,0,0,0%
1467591552,BLAIR,CHARLES,061191505,CT,Psychiatry & Neurology,1215,0,0,0%
1437593803,BLAIS,KIRK,060404131,CT,Student in an Organized Health Care Education/Training Program,33,0,0,0%
1184800021,BLAKE,CHRISTINE,060843419,CT,Family Practice,2501,2,56,2.24%
1578509238,BLAKE,SHANNON,061101026,CT,Physician Assistant,1123,1,13,1.16%
1659334068,BLAKE,ROBERT,065142116,CT,Optometry,44,0,0,0%
1982837233,BLANC,PATRICIA,065191233,CT,Nurse Practitioner,1906,2,78,4.09%
1952479750,BLANCAFLOR,JONATHAN,06457,CT,General Surgery,107,1,34,31.78%
1003823857,BLANCHARD,BRADFORD,06110,CT,Internal Medicine,41,0,0,0%
1629304142,BLANCHETT,PAMELA,068805222,CT,Nurse Practitioner,246,0,0,0%
1326256702,BLANCK,WILLIAM,064602517,CT,Dentist,55,0,0,0%
1558363390,BLANCO,ADRIANA,06721,CT,Rheumatology,1015,4,156,15.37%
1134111040,BLANCO,EMIL,068246232,CT,Gastroenterology,752,0,0,0%
1952484214,BLANCO E IGLESIAS,MARTA,064573647,CT,Nephrology,1320,0,0,0%
1881795748,BLANDER,STEVEN,065183600,CT,Internal Medicine,2171,2,61,2.81%
1407870579,BLANK,KAREN,06102,CT,Geriatric Psychiatry,359,0,0,0%
1770844714,BLANK,GERALD,065124529,CT,Internal Medicine,25,0,0,0%
1972587582,BLANKSON,MARY,063204902,CT,Nurse Practitioner,3498,7,263,7.52%
1588943609,BLANSFIELD,HENRY,068114208,CT,General Surgery,51,0,0,0%
1255530838,BLATT,REBECCA,060321956,CT,Emergency Medicine,100,1,22,22%
1619030103,BLATT,KENNETH,061121639,CT,Psychiatry,46,0,0,0%
1538100490,BLATT,LESLIE,065114405,CT,Nurse Practitioner,272,5,176,64.71%
1477508778,BLATTMAN,SETH,068254867,CT,Vascular Surgery,238,2,58,24.37%
1780694919,BLAU,KENNETH,068105954,CT,Obstetrics/Gynecology,167,0,0,0%
1730149469,BLAU,JEFFREY,060521743,CT,Diagnostic Radiology,20,0,0,0%
1942205612,BLECHNER,JACK,060300001,CT,Obstetrics/Gynecology,27,0,0,0%
1255777561,BLEDSOE,TREVOR,065103220,CT,Student in an Organized Health Care Education/Training Program,16,0,0,0%
1164868469,BLEECHER,KIRA,060301935,CT,Student in an Organized Health Care Education/Training Program,45,0,0,0%
1053355230,BLEJAN,CRISTIAN,068106525,CT,Dentist,49,0,0,0%
1821296674,BLICHARZ,CAROLYN,064091001,CT,Dentist,16,0,0,0%
1598837957,BLICK,GARY,068504008,CT,Internal Medicine,3132,3,46,1.47%
1780684837,BLIGH,ROBERT,064181326,CT,Physician Assistant,32,0,0,0%
1144512740,BLISS,LINDSAY,061065007,CT,Student in an Organized Health Care Education/Training Program,13,0,0,0%
1164428207,BLITZER,MARK,065114429,CT,Cardiology,2140,0,0,0%
1881798403,BLITZER,ROBERT,061025037,CT,Gastroenterology,224,0,0,0%
1669518734,BLOCH,MICHAEL,065114405,CT,Emergency Medicine,256,2,63,24.61%
1770743064,BLOCH,MICHAEL,065172026,CT,Psychiatry & Neurology,86,0,0,0%
1053316414,BLOCH,DOV,068104146,CT,Otolaryngology,325,1,12,3.69%
1902919319,BLOCK,ROBERT,064505900,CT,Ophthalmology,1865,0,0,0%
1689747784,BLOES,WALTER,068781426,CT,Oral Surgery (dentists only),343,3,134,39.07%
1104920248,BLOIS,CARLEEN,06050,CT,Physician Assistant,23,0,0,0%
1336378991,BLOMSTROM,GLEN,067061253,CT,Emergency Medicine,46,0,0,0%
1588786388,BLOMSTROM,SARA,061028000,CT,Emergency Medicine,61,1,12,19.67%
1760757017,BLOND,BENJAMIN,065103220,CT,Student in an Organized Health Care Education/Training Program,87,0,0,0%
1699940551,BLONDIN,NICHOLAS,068245340,CT,Neurology,134,0,0,0%
1386611762,BLONDIN,MATTHEW,067900448,CT,Optometry,304,0,0,0%
1417244377,BLONDIN,JOSEPH,060300001,CT,Student in an Organized Health Care Education/Training Program,29,0,0,0%
1578555900,BLOOM,GEORGE,061065501,CT,General Surgery,128,0,0,0%
1548238835,BLOOM,RONALD,060023060,CT,Cardiology,4112,0,0,0%
1447468954,BLOOM,PETER,060105100,CT,Gastroenterology,851,0,0,0%
1659582419,BLOOM,DAVID,060955719,CT,Dentist,87,0,0,0%
1316088248,BLOOM,GREGORY,066114816,CT,Cardiology,2934,0,0,0%
1972559391,BLOOM,TODD,068246016,CT,Oral Surgery (dentists only),88,1,14,15.91%
1790720753,BLUE,HOWARD,065116815,CT,Psychiatry,1648,0,0,0%
1528134830,BLUESTEIN,HARVEY,068246537,CT,Plastic and Reconstructive Surgery,44,0,0,0%
1730100389,BLUM,RICHARD,064603536,CT,Orthopedic Surgery,39,0,0,0%
1275577355,BLUM,THEODORE,068011854,CT,Family Practice,3996,4,69,1.73%
1194710210,BLUM,THOMAS,063551720,CT,Internal Medicine,3258,2,79,2.42%
1265759526,BLUMBERG,JEFFREY,065103220,CT,Student in an Organized Health Care Education/Training Program,54,0,0,0%
1922379296,BLUMBERG,VICKI,068773612,CT,Internal Medicine,17,0,0,0%
1699718114,BLUMBERG,JOEL,068306074,CT,Cardiology,3697,0,0,0%
1386719961,BLUME,JAMES,065151287,CT,Podiatry,39,0,0,0%
1376526814,BLUME,PETER,065151287,CT,Podiatry,467,3,69,14.78%
1508905464,BLUME,MARGARETE,064832700,CT,Dentist,12,0,0,0%
1427249747,BLUMENFELD,HUGH,061051207,CT,Family Practice,1117,4,54,4.83%
1982687109,BLUMENFELD,HAL,065102715,CT,Neurology,31,0,0,0%
1992725055,BLUMENFELD,MARK,061202901,CT,Obstetrics/Gynecology,50,0,0,0%
